CONCEPT_ID,ICD10code,description,body_system,Progressive,code_heading,CONCEPT_NAME,DOMAIN_ID,VOCABULARY_ID,standard_code,standard_name
45557738,L98.493,Non-pressure chronic ulcer of skin of other sites with necrosis of muscle,dermatological,no,L984,Non-pressure chronic ulcer of skin of other sites with necrosis of muscle,Condition,ICD10CM,134441,Chronic ulcer of skin
45557752,M05.021,"Felty's syndrome, right elbow",immunological,no,M050,"Felty's syndrome, right elbow",Condition,ICD10CM,4116440,Rheumatoid arthritis of elbow
45557752,M05.021,"Felty's syndrome, right elbow",immunological,no,M050,"Felty's syndrome, right elbow",Condition,ICD10CM,81097,Felty's syndrome
45557754,M05.19,Rheumatoid lung disease with rheumatoid arthritis of multiple sites,immunological,no,M051,Rheumatoid lung disease with rheumatoid arthritis of multiple sites,Condition,ICD10CM,37395590,Rheumatoid lung disease with rheumatoid arthritis
45557754,M05.19,Rheumatoid lung disease with rheumatoid arthritis of multiple sites,immunological,no,M051,Rheumatoid lung disease with rheumatoid arthritis of multiple sites,Condition,ICD10CM,4117686,Rheumatoid arthritis of multiple joints
45557762,M06.021,"Rheumatoid arthritis without rheumatoid factor, right elbow",immunological,no,M060,"Rheumatoid arthritis without rheumatoid factor, right elbow",Condition,ICD10CM,4083556,Seronegative rheumatoid arthritis
45557762,M06.021,"Rheumatoid arthritis without rheumatoid factor, right elbow",immunological,no,M060,"Rheumatoid arthritis without rheumatoid factor, right elbow",Condition,ICD10CM,4116440,Rheumatoid arthritis of elbow
45557763,M06.051,"Rheumatoid arthritis without rheumatoid factor, right hip",immunological,no,M060,"Rheumatoid arthritis without rheumatoid factor, right hip",Condition,ICD10CM,4116150,Rheumatoid arthritis of hip
45557763,M06.051,"Rheumatoid arthritis without rheumatoid factor, right hip",immunological,no,M060,"Rheumatoid arthritis without rheumatoid factor, right hip",Condition,ICD10CM,4083556,Seronegative rheumatoid arthritis
45557764,M06.231,"Rheumatoid bursitis, right wrist",immunological,no,M062,"Rheumatoid bursitis, right wrist",Condition,ICD10CM,4184657,Bursitis of wrist
45557764,M06.231,"Rheumatoid bursitis, right wrist",immunological,no,M062,"Rheumatoid bursitis, right wrist",Condition,ICD10CM,80809,Rheumatoid arthritis
45557765,M06.339,"Rheumatoid nodule, unspecified wrist",immunological,no,M063,"Rheumatoid nodule, unspecified wrist",Condition,ICD10CM,4142899,Subcutaneous rheumatoid nodule
45557768,M08.069,Unspecified juvenile rheumatoid arthritis of unspecified knee,immunological,no,M08,"Unspecified juvenile rheumatoid arthritis, unspecified knee",Condition,ICD10CM,4116151,Rheumatoid arthritis of knee
45557768,M08.069,Unspecified juvenile rheumatoid arthritis of unspecified knee,immunological,no,M08,"Unspecified juvenile rheumatoid arthritis, unspecified knee",Condition,ICD10CM,4253901,Juvenile rheumatoid arthritis
45557769,M08.08,"Unspecified juvenile rheumatoid arthritis, vertebrae",immunological,no,M08,"Unspecified juvenile rheumatoid arthritis, vertebrae",Condition,ICD10CM,4253901,Juvenile rheumatoid arthritis
45557769,M08.08,"Unspecified juvenile rheumatoid arthritis, vertebrae",immunological,no,M08,"Unspecified juvenile rheumatoid arthritis, vertebrae",Condition,ICD10CM,437082,Ankylosing spondylitis
45557770,M08.411,Pauciarticular juvenile rheumatoid arthritis of right shoulder,immunological,no,M08,"Pauciarticular juvenile rheumatoid arthritis, right shoulder",Condition,ICD10CM,72705,Pauciarticular juvenile rheumatoid arthritis
45557770,M08.411,Pauciarticular juvenile rheumatoid arthritis of right shoulder,immunological,no,M08,"Pauciarticular juvenile rheumatoid arthritis, right shoulder",Condition,ICD10CM,4114439,Rheumatoid arthritis of shoulder
45557771,M08.429,Pauciarticular juvenile rheumatoid arthritis of unspecified elbow,immunological,no,M08,"Pauciarticular juvenile rheumatoid arthritis, unspecified elbow",Condition,ICD10CM,72705,Pauciarticular juvenile rheumatoid arthritis
45557771,M08.429,Pauciarticular juvenile rheumatoid arthritis of unspecified elbow,immunological,no,M08,"Pauciarticular juvenile rheumatoid arthritis, unspecified elbow",Condition,ICD10CM,4116440,Rheumatoid arthritis of elbow
45557772,M08.441,Pauciarticular juvenile rheumatoid arthritis of right hand,immunological,no,M08,"Pauciarticular juvenile rheumatoid arthritis, right hand",Condition,ICD10CM,4115161,Rheumatoid arthritis - hand joint
45557772,M08.441,Pauciarticular juvenile rheumatoid arthritis of right hand,immunological,no,M08,"Pauciarticular juvenile rheumatoid arthritis, right hand",Condition,ICD10CM,72705,Pauciarticular juvenile rheumatoid arthritis
45557773,M08.442,Pauciarticular juvenile rheumatoid arthritis of left hand,immunological,no,M08,"Pauciarticular juvenile rheumatoid arthritis, left hand",Condition,ICD10CM,4115161,Rheumatoid arthritis - hand joint
45557773,M08.442,Pauciarticular juvenile rheumatoid arthritis of left hand,immunological,no,M08,"Pauciarticular juvenile rheumatoid arthritis, left hand",Condition,ICD10CM,72705,Pauciarticular juvenile rheumatoid arthritis
45557774,M08.811,Other juvenile arthritis of right shoulder,immunological,no,M08,"Other juvenile arthritis, right shoulder",Condition,ICD10CM,4114439,Rheumatoid arthritis of shoulder
45557774,M08.811,Other juvenile arthritis of right shoulder,immunological,no,M08,"Other juvenile arthritis, right shoulder",Condition,ICD10CM,4253901,Juvenile rheumatoid arthritis
45557775,M08.849,Other juvenile arthritis of unspecified hand,immunological,no,M08,"Other juvenile arthritis, unspecified hand",Condition,ICD10CM,4115161,Rheumatoid arthritis - hand joint
45557775,M08.849,Other juvenile arthritis of unspecified hand,immunological,no,M08,"Other juvenile arthritis, unspecified hand",Condition,ICD10CM,4253901,Juvenile rheumatoid arthritis
45557776,M08.862,Other juvenile arthritis of left knee,immunological,no,M08,"Other juvenile arthritis, left knee",Condition,ICD10CM,4253901,Juvenile rheumatoid arthritis
45557776,M08.862,Other juvenile arthritis of left knee,immunological,no,M08,"Other juvenile arthritis, left knee",Condition,ICD10CM,4116151,Rheumatoid arthritis of knee
45557777,M08.869,Other juvenile arthritis of unspecified knee,immunological,no,M08,"Other juvenile arthritis, unspecified knee",Condition,ICD10CM,4253901,Juvenile rheumatoid arthritis
45557777,M08.869,Other juvenile arthritis of unspecified knee,immunological,no,M08,"Other juvenile arthritis, unspecified knee",Condition,ICD10CM,4116151,Rheumatoid arthritis of knee
45557778,M08.921,"Juvenile arthritis, unspecified of right elbow",immunological,no,M08,"Juvenile arthritis, unspecified, right elbow",Condition,ICD10CM,4116440,Rheumatoid arthritis of elbow
45557778,M08.921,"Juvenile arthritis, unspecified of right elbow",immunological,no,M08,"Juvenile arthritis, unspecified, right elbow",Condition,ICD10CM,4253901,Juvenile rheumatoid arthritis
45557779,M08.922,"Juvenile arthritis, unspecified of left elbow",immunological,no,M08,"Juvenile arthritis, unspecified, left elbow",Condition,ICD10CM,4116440,Rheumatoid arthritis of elbow
45557779,M08.922,"Juvenile arthritis, unspecified of left elbow",immunological,no,M08,"Juvenile arthritis, unspecified, left elbow",Condition,ICD10CM,4253901,Juvenile rheumatoid arthritis
45557780,M08.952,"Juvenile arthritis, unspecified of left hip",immunological,no,M08,"Juvenile arthritis, unspecified, left hip",Condition,ICD10CM,4253901,Juvenile rheumatoid arthritis
45557780,M08.952,"Juvenile arthritis, unspecified of left hip",immunological,no,M08,"Juvenile arthritis, unspecified, left hip",Condition,ICD10CM,4116150,Rheumatoid arthritis of hip
45557781,M10.069,"Idiopathic gout, unspecified knee",metabolic ,no,M100,"Idiopathic gout, unspecified knee",Condition,ICD10CM,4084229,Primary gout
45557785,M10.30,"Gout due to renal impairment, unspecified site",metabolic ,no,M103,"Gout due to renal impairment, unspecified site",Condition,ICD10CM,4035437,Gout secondary to renal impairment
45557786,M10.362,"Gout due to renal impairment, left knee",metabolic ,no,M103,"Gout due to renal impairment, left knee",Condition,ICD10CM,46270467,Gout of knee due to renal impairment
45557787,M10.469,"Other secondary gout, unspecified knee",metabolic ,no,M104,"Other secondary gout, unspecified knee",Condition,ICD10CM,4035436,Secondary gout
45557788,M11.111,"Familial chondrocalcinosis, right shoulder",immunological,no,M111,"Familial chondrocalcinosis, right shoulder",Condition,ICD10CM,4035750,Familial chondrocalcinosis
45557788,M11.111,"Familial chondrocalcinosis, right shoulder",immunological,no,M111,"Familial chondrocalcinosis, right shoulder",Condition,ICD10CM,40479244,Chondrocalcinosis of shoulder region
45557789,M11.159,"Familial chondrocalcinosis, unspecified hip",immunological,no,M111,"Familial chondrocalcinosis, unspecified hip",Condition,ICD10CM,4035750,Familial chondrocalcinosis
45557790,M11.861,"Other specified crystal arthropathies, right knee",immunological,no,M118,"Other specified crystal arthropathies, right knee",Condition,ICD10CM,74444,Crystal arthropathy of knee
45557791,M12.029,"Chronic postrheumatic arthropathy [Jaccoud], unspecified elbow",immunological,no,M120,"Chronic postrheumatic arthropathy [Jaccoud], unspecified elbow",Condition,ICD10CM,72994,Jaccoud's syndrome
45557792,M12.039,"Chronic postrheumatic arthropathy [Jaccoud], unspecified wrist",immunological,no,M120,"Chronic postrheumatic arthropathy [Jaccoud], unspecified wrist",Condition,ICD10CM,72994,Jaccoud's syndrome
45557810,M1A.0191,"Idiopathic chronic gout, unspecified shoulder, with tophus (tophi)",metabolic ,no,M1A0,"Idiopathic chronic gout, unspecified shoulder, with tophus (tophi)",Condition,ICD10CM,4116007,Gouty arthritis of the shoulder region
45557811,M1A.08X0,"Idiopathic chronic gout, vertebrae, without tophus (tophi)",metabolic ,no,M1A0,"Idiopathic chronic gout, vertebrae, without tophus (tophi)",Condition,ICD10CM,46270474,Primary chronic gout without tophus of vertebra
45557817,M1A.4391,"Other secondary chronic gout, unspecified wrist, with tophus (tophi)",metabolic ,no,M1A4,"Other secondary chronic gout, unspecified wrist, with tophus (tophi)",Condition,ICD10CM,4035436,Secondary gout
45557817,M1A.4391,"Other secondary chronic gout, unspecified wrist, with tophus (tophi)",metabolic ,no,M1A4,"Other secondary chronic gout, unspecified wrist, with tophus (tophi)",Condition,ICD10CM,4299408,Gouty tophus
45557818,M1A.4510,"Other secondary chronic gout, right hip, without tophus (tophi)",metabolic ,no,M1A4,"Other secondary chronic gout, right hip, without tophus (tophi)",Condition,ICD10CM,46272381,Secondary chronic gout without tophus
45557819,M1A.4590,"Other secondary chronic gout, unspecified hip, without tophus (tophi)",metabolic ,no,M1A4,"Other secondary chronic gout, unspecified hip, without tophus (tophi)",Condition,ICD10CM,46272381,Secondary chronic gout without tophus
45557822,M21.059,"Valgus deformity, not elsewhere classified, unspecified hip",musculoskeletal,no,M2105,"Valgus deformity, not elsewhere classified, unspecified hip",Condition,ICD10CM,75050,Acquired coxa valga
45557826,M21.542,"Acquired clubfoot, left foot",musculoskeletal,no,M215,"Acquired clubfoot, left foot",Condition,ICD10CM,437361,Acquired equinovarus - clubfoot
45557831,M23.300,"Other meniscus derangements,  unspecified lateral meniscus , right knee",musculoskeletal,no,M233,"Other meniscus derangements, unspecified lateral meniscus, right knee",Condition,ICD10CM,437954,Derangement of lateral meniscus
45557832,M23.352,"Other meniscus derangements,  posterior horn of lateral meniscus , left knee",musculoskeletal,no,M233,"Other meniscus derangements, posterior horn of lateral meniscus, left knee",Condition,ICD10CM,433556,Derangement of posterior horn of lateral meniscus
45557837,M24.111,"Other articular cartilage disorders, right shoulder",musculoskeletal,no,M241,"Other articular cartilage disorders, right shoulder",Condition,ICD10CM,77955,Articular cartilage disorder of shoulder region
45557838,M24.149,"Other articular cartilage disorders, unspecified hand",musculoskeletal,no,M241,"Other articular cartilage disorders, unspecified hand",Condition,ICD10CM,75628,Articular cartilage disorder of hand
45557840,M24.272,"Disorder of ligament, left ankle",musculoskeletal,no,M242,"Disorder of ligament, left ankle",Condition,ICD10CM,4344271,Lesion of ligaments of the ankle region
45557841,M24.274,"Disorder of ligament, right foot",musculoskeletal,no,M242,"Disorder of ligament, right foot",Condition,ICD10CM,4344519,Lesion of ligaments of foot region
45557842,M24.375,"Pathological dislocation of left foot, not elsewhere classified",musculoskeletal,no,M243,"Pathological dislocation of left foot, not elsewhere classified",Condition,ICD10CM,77956,Pathological dislocation of ankle and/or foot
45557844,M24.443,"Recurrent dislocation, unspecified hand",musculoskeletal,no,M244,"Recurrent dislocation, unspecified hand",Condition,ICD10CM,77962,Recurrent dislocation of hand
45557845,M24.521,"Contracture, right elbow",musculoskeletal,no,M245,"Contracture, right elbow",Condition,ICD10CM,74127,Contracture of elbow joint
45557846,M24.522,"Contracture, left elbow",musculoskeletal,no,M245,"Contracture, left elbow",Condition,ICD10CM,74127,Contracture of elbow joint
45557847,M24.659,"Ankylosis, unspecified hip",musculoskeletal,no,M246,"Ankylosis, unspecified hip",Condition,ICD10CM,4085265,Ankylosis of hip joint
45557848,M24.671,"Ankylosis, right ankle",musculoskeletal,no,M246,"Ankylosis, right ankle",Condition,ICD10CM,4117572,Ankle joint ankylosis
45557865,M33.22,Polymyositis with myopathy,immunological,no,M33,Polymyositis with myopathy,Condition,ICD10CM,80800,Polymyositis
45557872,M41.04,"Infantile idiopathic scoliosis, thoracic region",musculoskeletal,no,M41,"Infantile idiopathic scoliosis, thoracic region",Condition,ICD10CM,46273238,Idiopathic scoliosis of thoracic spine
45557873,M41.05,"Infantile idiopathic scoliosis, thoracolumbar region",musculoskeletal,no,M41,"Infantile idiopathic scoliosis, thoracolumbar region",Condition,ICD10CM,37017436,Idiopathic scoliosis of thoracic and lumbar spine
45557874,M41.119,"Juvenile idiopathic scoliosis, site unspecified",musculoskeletal,no,M41,"Juvenile idiopathic scoliosis, site unspecified",Condition,ICD10CM,4069935,Idiopathic scoliosis
45557875,M41.126,"Adolescent idiopathic scoliosis, lumbar region",musculoskeletal,no,M41,"Adolescent idiopathic scoliosis, lumbar region",Condition,ICD10CM,46273239,Idiopathic scoliosis of lumbar spine
45557875,M41.126,"Adolescent idiopathic scoliosis, lumbar region",musculoskeletal,no,M41,"Adolescent idiopathic scoliosis, lumbar region",Condition,ICD10CM,4067872,Adolescent idiopathic scoliosis
